num_numerator,num_denominator,date_recorded,pokemon_ID,pokemon_name,shiny_rate_frac,shiny_rate,sample_size
1,332,2020-05-29,155,Cyndaquil,1/332,0.0030120481927710845,"1,661"
1,398,2020-05-29,161,Sentret,1/398,0.002512562814070352,"2,388"
1,413,2020-05-29,170,Chinchou,1/413,0.002421307506053269,"1,239"
1,568,2020-05-29,177,Natu,1/568,0.0017605633802816902,"1,705"
1,211,2020-05-29,185,Sudowoodo,1/211,0.004739336492890996,"1,479"
1,775,2020-05-29,190,Aipom,1/775,0.0012903225806451613,"1,550"
1,657,2020-05-29,191,Sunkern,1/657,0.0015220700152207,657
1,1458,2020-05-29,193,Yanma,"1/1,458",6.858710562414266e-4,"1,458"
1,470,2020-05-29,198,Murkrow,1/470,0.002127659574468085,"2,352"
1,593,2020-05-29,200,Misdreavus,1/593,0.0016863406408094434,"6,526"
1,453,2020-05-29,202,Wobbuffet,1/453,0.002207505518763797,907
1,415,2020-05-29,206,Dunsparce,1/415,0.0024096385542168677,415
1,26,2020-05-29,207,Gligar,1/26,0.038461538461538464,160
1,366,2020-05-29,209,Snubbull,1/366,0.00273224043715847,"2,934"
1,414,2020-05-29,213,Shuckle,1/414,0.0024154589371980675,"1,244"
1,86,2020-05-29,215,Sneasel,1/86,0.011627906976744186,688
1,1583,2020-05-29,216,Teddiursa,"1/1,583",6.317119393556538e-4,"1,583"
1,403,2020-05-29,220,Swinub,1/403,0.0024813895781637717,"6,449"
1,55,2020-05-29,227,Skarmory,1/55,0.01818181818181818,892
1,465,2020-05-29,228,Houndour,1/465,0.002150537634408602,"3,723"
1,422,2020-05-29,234,Stantler,1/422,0.002369668246445498,845
1,214,2020-05-29,252,Treecko,1/214,0.004672897196261682,"1,715"
1,765,2020-05-29,255,Torchic,1/765,0.00130718954248366,"2,295"
1,378,2020-05-29,258,Mudkip,1/378,0.0026455026455026454,"7,575"
1,515,2020-05-29,261,Poochyena,1/515,0.001941747572815534,"1,030"
1,1478,2020-05-29,263,Zigzagoon,"1/1,478",6.765899864682003e-4,"2,957"
1,379,2020-05-29,265,Wurmple,1/379,0.002638522427440633,"1,517"
1,136,2020-05-29,270,Lotad,1/136,0.007352941176470588,408
1,463,2020-05-29,273,Seedot,1/463,0.0021598272138228943,"1,389"
1,762,2020-05-29,276,Taillow,1/762,0.0013123359580052493,"1,525"
1,479,2020-05-29,278,Wingull,1/479,0.0020876826722338203,958
1,605,2020-05-29,280,Ralts,1/605,0.001652892561983471,605
1,335,2020-05-29,296,Makuhita,1/335,0.0029850746268656717,"3,022"
1,183,2020-05-29,300,Skitty,1/183,0.00546448087431694,"2,015"
1,614,2020-05-29,307,Meditite,1/614,0.0016286644951140066,"1,843"
1,486,2020-05-29,309,Electrike,1/486,0.00205761316872428,"1,459"
1,391,2020-05-29,311,Plusle,1/391,0.0025575447570332483,"1,957"
1,314,2020-05-29,312,Minun,1/314,0.0031847133757961785,"1,884"
1,545,2020-05-29,313,Volbeat,1/545,0.001834862385321101,"1,636"
1,368,2020-05-29,315,Roselia,1/368,0.002717391304347826,"5,157"
1,429,2020-05-29,318,Carvanha,1/429,0.002331002331002331,858
1,547,2020-05-29,320,Wailmer,1/547,0.0018281535648994515,"1,094"
1,492,2020-05-29,325,Spoink,1/492,0.0020325203252032522,984
1,632,2020-05-29,333,Swablu,1/632,0.0015822784810126582,"1,898"
1,481,2020-05-29,335,Zangoose,1/481,0.002079002079002079,"1,926"
1,678,2020-05-29,336,Seviper,1/678,0.0014749262536873156,"1,357"
1,190,2020-05-29,338,Solrock,1/190,0.005263157894736842,380
1,488,2020-05-29,339,Barboach,1/488,0.0020491803278688526,"2,442"
1,571,2020-05-29,343,Baltoy,1/571,0.0017513134851138354,"1,713"
1,623,2020-05-29,345,Lileep,1/623,0.0016051364365971107,"1,247"
1,450,2020-05-29,347,Anorith,1/450,0.0022222222222222222,901
1,59,2020-05-29,349,Feebas,1/59,0.01694915254237288,179
1,640,2020-05-29,351,Castform,1/640,0.0015625,"5,763"
1,982,2020-05-29,353,Shuppet,1/982,0.0010183299389002036,982
1,496,2020-05-29,355,Duskull,1/496,0.0020161290322580645,992
1,371,2020-05-29,370,Luvdisc,1/371,0.0026954177897574125,742
1,487,2020-05-29,387,Turtwig,1/487,0.002053388090349076,"94,986"
1,504,2020-05-29,390,Chimchar,1/504,0.001984126984126984,"114,973"
1,468,2020-05-29,393,Piplup,1/468,0.002136752136752137,"113,465"
1,1342,2020-05-29,412,Burmy,"1/1,342",7.451564828614009e-4,"2,684"
1,492,2020-05-29,425,Drifloon,1/492,0.0020325203252032522,"113,287"
1,532,2020-05-29,427,Buneary,1/532,0.0018796992481203006,"20,222"
1,556,2020-05-29,431,Glameow,1/556,0.0017985611510791368,"102,425"
1,64,2020-05-29,436,Bronzor,1/64,0.015625,192
1,57,2020-05-29,443,Gible,1/57,0.017543859649122806,228
1,521,2020-05-29,449,Hippopotas,1/521,0.0019193857965451055,"26,615"
1,314,2020-05-29,451,Skorupi,1/314,0.0031847133757961785,"1,257"
1,582,2020-05-29,453,Croagunk,1/582,0.001718213058419244,"58,219"
1,607,2020-05-29,459,Snover,1/607,0.0016474464579901153,"51,042"
1,468,2020-05-29,504,Patrat,1/468,0.002136752136752137,"2,813"
1,1328,2020-05-29,506,Lillipup,"1/1,328",7.530120481927711e-4,"2,657"
1,251,2020-05-29,572,Minccino,1/251,0.00398406374501992,754
